---------------
WORDS: formed treatment observed 

and RESULT ITEMS:
SCORE: 32.000000 | ITEM NUMBER 1 | ITEM ID: 1806507
SCORE: 21.000000 | ITEM NUMBER 30 | ITEM ID: 976782
SCORE: 21.000000 | ITEM NUMBER 31 | ITEM ID: 1659837
SCORE: 21.000000 | ITEM NUMBER 32 | ITEM ID: 2158642
SCORE: 21.000000 | ITEM NUMBER 33 | ITEM ID: 815979
SCORE: 21.000000 | ITEM NUMBER 34 | ITEM ID: 1011245
SCORE: 21.000000 | ITEM NUMBER 35 | ITEM ID: 1694619
SCORE: 21.000000 | ITEM NUMBER 36 | ITEM ID: 1069917
SCORE: 21.000000 | ITEM NUMBER 37 | ITEM ID: 1956189
SCORE: 21.000000 | ITEM NUMBER 38 | ITEM ID: 1110999
SCORE: 21.000000 | ITEM NUMBER 39 | ITEM ID: 2332581
SCORE: 21.000000 | ITEM NUMBER 40 | ITEM ID: 1746043
SCORE: 21.000000 | ITEM NUMBER 41 | ITEM ID: 2337530
SCORE: 20.000000 | ITEM NUMBER 42 | ITEM ID: 1353006
SCORE: 20.000000 | ITEM NUMBER 43 | ITEM ID: 1200153
SCORE: 20.000000 | ITEM NUMBER 44 | ITEM ID: 2116777
SCORE: 20.000000 | ITEM NUMBER 45 | ITEM ID: 1822907
SCORE: 20.000000 | ITEM NUMBER 46 | ITEM ID: 2156806
SCORE: 20.000000 | ITEM NUMBER 47 | ITEM ID: 2104342
SCORE: 20.000000 | ITEM NUMBER 48 | ITEM ID: 8712
SCORE: 20.000000 | ITEM NUMBER 49 | ITEM ID: 2100864
SCORE: 20.000000 | ITEM NUMBER 50 | ITEM ID: 2424060
SCORE: 20.000000 | ITEM NUMBER 51 | ITEM ID: 968434
SCORE: 20.000000 | ITEM NUMBER 52 | ITEM ID: 932663
SCORE: 20.000000 | ITEM NUMBER 53 | ITEM ID: 1357730
SCORE: 20.000000 | ITEM NUMBER 54 | ITEM ID: 1955391
SCORE: 20.000000 | ITEM NUMBER 55 | ITEM ID: 1040121
SCORE: 18.000000 | ITEM NUMBER 56 | ITEM ID: 2361041
SCORE: 16.000000 | ITEM NUMBER 57 | ITEM ID: 1322924
SCORE: 16.000000 | ITEM NUMBER 58 | ITEM ID: 1823757
SCORE: 16.000000 | ITEM NUMBER 59 | ITEM ID: 974027
SCORE: 16.000000 | ITEM NUMBER 60 | ITEM ID: 1964715
SCORE: 16.000000 | ITEM NUMBER 61 | ITEM ID: 2063907
SCORE: 16.000000 | ITEM NUMBER 62 | ITEM ID: 1840633
SCORE: 16.000000 | ITEM NUMBER 63 | ITEM ID: 2425125
SCORE: 16.000000 | ITEM NUMBER 64 | ITEM ID: 1028998
SCORE: 16.000000 | ITEM NUMBER 65 | ITEM ID: 1347626
SCORE: 16.000000 | ITEM NUMBER 66 | ITEM ID: 1200256
SCORE: 16.000000 | ITEM NUMBER 67 | ITEM ID: 974092
SCORE: 16.000000 | ITEM NUMBER 68 | ITEM ID: 1971833
SCORE: 16.000000 | ITEM NUMBER 69 | ITEM ID: 457005
SCORE: 16.000000 | ITEM NUMBER 70 | ITEM ID: 2419485
SCORE: 16.000000 | ITEM NUMBER 71 | ITEM ID: 1833819
SCORE: 16.000000 | ITEM NUMBER 72 | ITEM ID: 1041623
SCORE: 16.000000 | ITEM NUMBER 73 | ITEM ID: 1367812
SCORE: 16.000000 | ITEM NUMBER 74 | ITEM ID: 1816405
SCORE: 16.000000 | ITEM NUMBER 75 | ITEM ID: 1973814
SCORE: 16.000000 | ITEM NUMBER 76 | ITEM ID: 262451
SCORE: 16.000000 | ITEM NUMBER 77 | ITEM ID: 1140845
SCORE: 16.000000 | ITEM NUMBER 78 | ITEM ID: 1722692
SCORE: 16.000000 | ITEM NUMBER 79 | ITEM ID: 1845419
SCORE: 16.000000 | ITEM NUMBER 80 | ITEM ID: 1204337
SCORE: 16.000000 | ITEM NUMBER 81 | ITEM ID: 1718927
SCORE: 16.000000 | ITEM NUMBER 82 | ITEM ID: 1834871
SCORE: 16.000000 | ITEM NUMBER 83 | ITEM ID: 1116265
SCORE: 16.000000 | ITEM NUMBER 84 | ITEM ID: 964139
SCORE: 16.000000 | ITEM NUMBER 85 | ITEM ID: 1632761
SCORE: 16.000000 | ITEM NUMBER 86 | ITEM ID: 1352461
SCORE: 16.000000 | ITEM NUMBER 87 | ITEM ID: 2423585
SCORE: 16.000000 | ITEM NUMBER 88 | ITEM ID: 1211732
SCORE: 16.000000 | ITEM NUMBER 89 | ITEM ID: 946824
SCORE: 16.000000 | ITEM NUMBER 90 | ITEM ID: 1826751
SCORE: 16.000000 | ITEM NUMBER 91 | ITEM ID: 1124740
SCORE: 16.000000 | ITEM NUMBER 92 | ITEM ID: 965060
SCORE: 16.000000 | ITEM NUMBER 93 | ITEM ID: 368368
SCORE: 16.000000 | ITEM NUMBER 94 | ITEM ID: 1352598
SCORE: 16.000000 | ITEM NUMBER 95 | ITEM ID: 1372155
SCORE: 16.000000 | ITEM NUMBER 96 | ITEM ID: 1688740
SCORE: 16.000000 | ITEM NUMBER 97 | ITEM ID: 1399098
SCORE: 16.000000 | ITEM NUMBER 98 | ITEM ID: 1842702
SCORE: 16.000000 | ITEM NUMBER 99 | ITEM ID: 693423
SCORE: 16.000000 | ITEM NUMBER 100 | ITEM ID: 1087898
SCORE: 16.000000 | ITEM NUMBER 101 | ITEM ID: 1735148
SCORE: 16.000000 | ITEM NUMBER 102 | ITEM ID: 1830474
SCORE: 16.000000 | ITEM NUMBER 103 | ITEM ID: 1405218
SCORE: 16.000000 | ITEM NUMBER 104 | ITEM ID: 1711836
SCORE: 16.000000 | ITEM NUMBER 105 | ITEM ID: 1399264
SCORE: 16.000000 | ITEM NUMBER 106 | ITEM ID: 218518
SCORE: 16.000000 | ITEM NUMBER 107 | ITEM ID: 1087218
SCORE: 16.000000 | ITEM NUMBER 108 | ITEM ID: 1111726
SCORE: 16.000000 | ITEM NUMBER 109 | ITEM ID: 1740264
SCORE: 16.000000 | ITEM NUMBER 110 | ITEM ID: 1831710
SCORE: 16.000000 | ITEM NUMBER 111 | ITEM ID: 1406229
SCORE: 16.000000 | ITEM NUMBER 112 | ITEM ID: 2342053
SCORE: 16.000000 | ITEM NUMBER 113 | ITEM ID: 1408339
SCORE: 16.000000 | ITEM NUMBER 114 | ITEM ID: 915819
SCORE: 16.000000 | ITEM NUMBER 115 | ITEM ID: 1088557
SCORE: 16.000000 | ITEM NUMBER 116 | ITEM ID: 1121773
SCORE: 16.000000 | ITEM NUMBER 117 | ITEM ID: 1744376
SCORE: 16.000000 | ITEM NUMBER 118 | ITEM ID: 947635
SCORE: 16.000000 | ITEM NUMBER 119 | ITEM ID: 2463218
SCORE: 16.000000 | ITEM NUMBER 120 | ITEM ID: 1823969
SCORE: 16.000000 | ITEM NUMBER 121 | ITEM ID: 1859943
SCORE: 16.000000 | ITEM NUMBER 122 | ITEM ID: 1212256
SCORE: 16.000000 | ITEM NUMBER 123 | ITEM ID: 1089676
SCORE: 16.000000 | ITEM NUMBER 124 | ITEM ID: 1127487
SCORE: 16.000000 | ITEM NUMBER 125 | ITEM ID: 1255802
SCORE: 16.000000 | ITEM NUMBER 126 | ITEM ID: 955841
SCORE: 16.000000 | ITEM NUMBER 127 | ITEM ID: 2344244
SCORE: 16.000000 | ITEM NUMBER 128 | ITEM ID: 1829583
SCORE: 16.000000 | ITEM NUMBER 129 | ITEM ID: 1869088
SCORE: 16.000000 | ITEM NUMBER 130 | ITEM ID: 1673988
SCORE: 16.000000 | ITEM NUMBER 131 | ITEM ID: 1768554
SCORE: 16.000000 | ITEM NUMBER 132 | ITEM ID: 1127504
SCORE: 16.000000 | ITEM NUMBER 133 | ITEM ID: 2208637
SCORE: 16.000000 | ITEM NUMBER 134 | ITEM ID: 235684
SCORE: 16.000000 | ITEM NUMBER 135 | ITEM ID: 1026414
SCORE: 16.000000 | ITEM NUMBER 136 | ITEM ID: 1839118
SCORE: 16.000000 | ITEM NUMBER 137 | ITEM ID: 1202258
SCORE: 16.000000 | ITEM NUMBER 138 | ITEM ID: 2096280
SCORE: 16.000000 | ITEM NUMBER 139 | ITEM ID: 1253123
SCORE: 16.000000 | ITEM NUMBER 140 | ITEM ID: 115213
SCORE: 16.000000 | ITEM NUMBER 141 | ITEM ID: 2212183
SCORE: 16.000000 | ITEM NUMBER 142 | ITEM ID: 236987
SCORE: 16.000000 | ITEM NUMBER 143 | ITEM ID: 1027818
SCORE: 16.000000 | ITEM NUMBER 144 | ITEM ID: 1840154
SCORE: 16.000000 | ITEM NUMBER 145 | ITEM ID: 1215430
SCORE: 16.000000 | ITEM NUMBER 146 | ITEM ID: 2101953
SCORE: 16.000000 | ITEM NUMBER 147 | ITEM ID: 1253191
SCORE: 16.000000 | ITEM NUMBER 148 | ITEM ID: 2000128
SCORE: 16.000000 | ITEM NUMBER 149 | ITEM ID: 1430337
SCORE: 16.000000 | ITEM NUMBER 150 | ITEM ID: 1874879
SCORE: 16.000000 | ITEM NUMBER 151 | ITEM ID: 1030244
SCORE: 16.000000 | ITEM NUMBER 152 | ITEM ID: 234543
SCORE: 16.000000 | ITEM NUMBER 153 | ITEM ID: 1199201
SCORE: 16.000000 | ITEM NUMBER 154 | ITEM ID: 1341798
SCORE: 16.000000 | ITEM NUMBER 155 | ITEM ID: 1253424
SCORE: 16.000000 | ITEM NUMBER 156 | ITEM ID: 1150317
SCORE: 16.000000 | ITEM NUMBER 157 | ITEM ID: 1968456
SCORE: 16.000000 | ITEM NUMBER 158 | ITEM ID: 1883518
SCORE: 16.000000 | ITEM NUMBER 159 | ITEM ID: 1339617
SCORE: 16.000000 | ITEM NUMBER 160 | ITEM ID: 1845027
SCORE: 16.000000 | ITEM NUMBER 161 | ITEM ID: 1201960
SCORE: 16.000000 | ITEM NUMBER 162 | ITEM ID: 1031603
SCORE: 16.000000 | ITEM NUMBER 163 | ITEM ID: 1254478
SCORE: 16.000000 | ITEM NUMBER 164 | ITEM ID: 1941617
SCORE: 16.000000 | ITEM NUMBER 165 | ITEM ID: 969877
SCORE: 16.000000 | ITEM NUMBER 166 | ITEM ID: 2462688
SCORE: 16.000000 | ITEM NUMBER 167 | ITEM ID: 1819329
SCORE: 16.000000 | ITEM NUMBER 168 | ITEM ID: 1352441
SCORE: 16.000000 | ITEM NUMBER 169 | ITEM ID: 1823060
SCORE: 16.000000 | ITEM NUMBER 170 | ITEM ID: 1041170
SCORE: 16.000000 | ITEM NUMBER 171 | ITEM ID: 895144
SCORE: 16.000000 | ITEM NUMBER 172 | ITEM ID: 371481
SCORE: 16.000000 | ITEM NUMBER 173 | ITEM ID: 972887
SCORE: 16.000000 | ITEM NUMBER 174 | ITEM ID: 1200345
SCORE: 16.000000 | ITEM NUMBER 175 | ITEM ID: 1820676
SCORE: 16.000000 | ITEM NUMBER 176 | ITEM ID: 1846170
SCORE: 16.000000 | ITEM NUMBER 177 | ITEM ID: 1824262
SCORE: 16.000000 | ITEM NUMBER 178 | ITEM ID: 1048719
SCORE: 16.000000 | ITEM NUMBER 179 | ITEM ID: 2099175
SCORE: 16.000000 | ITEM NUMBER 180 | ITEM ID: 1620003
SCORE: 16.000000 | ITEM NUMBER 181 | ITEM ID: 1008817
SCORE: 16.000000 | ITEM NUMBER 182 | ITEM ID: 1211842
SCORE: 16.000000 | ITEM NUMBER 183 | ITEM ID: 1828764
SCORE: 16.000000 | ITEM NUMBER 184 | ITEM ID: 915888
SCORE: 16.000000 | ITEM NUMBER 185 | ITEM ID: 1834911
SCORE: 16.000000 | ITEM NUMBER 186 | ITEM ID: 1057736
SCORE: 16.000000 | ITEM NUMBER 187 | ITEM ID: 1128648
SCORE: 16.000000 | ITEM NUMBER 188 | ITEM ID: 2116733
SCORE: 16.000000 | ITEM NUMBER 189 | ITEM ID: 695198
SCORE: 16.000000 | ITEM NUMBER 190 | ITEM ID: 1216558
SCORE: 16.000000 | ITEM NUMBER 191 | ITEM ID: 2145857
SCORE: 16.000000 | ITEM NUMBER 192 | ITEM ID: 1377479
SCORE: 16.000000 | ITEM NUMBER 193 | ITEM ID: 1836164
SCORE: 16.000000 | ITEM NUMBER 194 | ITEM ID: 1058404
SCORE: 16.000000 | ITEM NUMBER 195 | ITEM ID: 1979280
SCORE: 16.000000 | ITEM NUMBER 196 | ITEM ID: 2120743
SCORE: 16.000000 | ITEM NUMBER 197 | ITEM ID: 699233
SCORE: 16.000000 | ITEM NUMBER 198 | ITEM ID: 2233245
SCORE: 16.000000 | ITEM NUMBER 199 | ITEM ID: 1629695
SCORE: 16.000000 | ITEM NUMBER 200 | ITEM ID: 2093314
SCORE: 16.000000 | ITEM NUMBER 201 | ITEM ID: 237550
SCORE: 16.000000 | ITEM NUMBER 202 | ITEM ID: 212177
SCORE: 16.000000 | ITEM NUMBER 203 | ITEM ID: 1999117
SCORE: 16.000000 | ITEM NUMBER 204 | ITEM ID: 1255724
SCORE: 16.000000 | ITEM NUMBER 205 | ITEM ID: 650542
SCORE: 16.000000 | ITEM NUMBER 206 | ITEM ID: 864826
SCORE: 16.000000 | ITEM NUMBER 207 | ITEM ID: 2172908
SCORE: 16.000000 | ITEM NUMBER 208 | ITEM ID: 343211
SCORE: 16.000000 | ITEM NUMBER 209 | ITEM ID: 1941067
SCORE: 16.000000 | ITEM NUMBER 210 | ITEM ID: 947639
SCORE: 16.000000 | ITEM NUMBER 211 | ITEM ID: 1629973
SCORE: 16.000000 | ITEM NUMBER 212 | ITEM ID: 1256324
SCORE: 16.000000 | ITEM NUMBER 213 | ITEM ID: 1113471
SCORE: 16.000000 | ITEM NUMBER 214 | ITEM ID: 2096116
SCORE: 16.000000 | ITEM NUMBER 215 | ITEM ID: 2155710
SCORE: 16.000000 | ITEM NUMBER 216 | ITEM ID: 776063
SCORE: 16.000000 | ITEM NUMBER 217 | ITEM ID: 1958968
SCORE: 16.000000 | ITEM NUMBER 218 | ITEM ID: 1399447
SCORE: 16.000000 | ITEM NUMBER 219 | ITEM ID: 1155723
SCORE: 16.000000 | ITEM NUMBER 220 | ITEM ID: 1256807
SCORE: 16.000000 | ITEM NUMBER 221 | ITEM ID: 1117951
SCORE: 16.000000 | ITEM NUMBER 222 | ITEM ID: 2100146
SCORE: 16.000000 | ITEM NUMBER 223 | ITEM ID: 2157021
SCORE: 16.000000 | ITEM NUMBER 224 | ITEM ID: 2138095
SCORE: 16.000000 | ITEM NUMBER 225 | ITEM ID: 270138
SCORE: 16.000000 | ITEM NUMBER 226 | ITEM ID: 1080471
SCORE: 16.000000 | ITEM NUMBER 227 | ITEM ID: 1616438
SCORE: 16.000000 | ITEM NUMBER 228 | ITEM ID: 1293726
SCORE: 16.000000 | ITEM NUMBER 229 | ITEM ID: 1120632
SCORE: 16.000000 | ITEM NUMBER 230 | ITEM ID: 2343963
SCORE: 16.000000 | ITEM NUMBER 231 | ITEM ID: 1253931
SCORE: 16.000000 | ITEM NUMBER 232 | ITEM ID: 2152708
SCORE: 16.000000 | ITEM NUMBER 233 | ITEM ID: 40193
SCORE: 16.000000 | ITEM NUMBER 234 | ITEM ID: 974115
SCORE: 16.000000 | ITEM NUMBER 235 | ITEM ID: 2148193
SCORE: 16.000000 | ITEM NUMBER 236 | ITEM ID: 2196200
SCORE: 16.000000 | ITEM NUMBER 237 | ITEM ID: 1125078
SCORE: 16.000000 | ITEM NUMBER 238 | ITEM ID: 1700014
SCORE: 16.000000 | ITEM NUMBER 239 | ITEM ID: 1730671
SCORE: 16.000000 | ITEM NUMBER 240 | ITEM ID: 2152776
SCORE: 16.000000 | ITEM NUMBER 241 | ITEM ID: 964525
SCORE: 16.000000 | ITEM NUMBER 242 | ITEM ID: 1482782
SCORE: 16.000000 | ITEM NUMBER 243 | ITEM ID: 2151002
SCORE: 16.000000 | ITEM NUMBER 244 | ITEM ID: 2204556
SCORE: 16.000000 | ITEM NUMBER 245 | ITEM ID: 1995796
SCORE: 16.000000 | ITEM NUMBER 246 | ITEM ID: 1679526
SCORE: 16.000000 | ITEM NUMBER 247 | ITEM ID: 1785151
SCORE: 16.000000 | ITEM NUMBER 248 | ITEM ID: 424397
SCORE: 16.000000 | ITEM NUMBER 249 | ITEM ID: 965308
SCORE: 16.000000 | ITEM NUMBER 250 | ITEM ID: 1949637
SCORE: 16.000000 | ITEM NUMBER 251 | ITEM ID: 1248026
SCORE: 16.000000 | ITEM NUMBER 252 | ITEM ID: 2218794
SCORE: 16.000000 | ITEM NUMBER 253 | ITEM ID: 1996366
SCORE: 16.000000 | ITEM NUMBER 254 | ITEM ID: 1027741
SCORE: 16.000000 | ITEM NUMBER 255 | ITEM ID: 2202931
SCORE: 16.000000 | ITEM NUMBER 256 | ITEM ID: 2204545
SCORE: 16.000000 | ITEM NUMBER 257 | ITEM ID: 991165
SCORE: 16.000000 | ITEM NUMBER 258 | ITEM ID: 1953406
SCORE: 16.000000 | ITEM NUMBER 259 | ITEM ID: 1694264
SCORE: 16.000000 | ITEM NUMBER 260 | ITEM ID: 2225631
SCORE: 16.000000 | ITEM NUMBER 261 | ITEM ID: 1322143
SCORE: 16.000000 | ITEM NUMBER 262 | ITEM ID: 1029342
SCORE: 16.000000 | ITEM NUMBER 263 | ITEM ID: 2206164
SCORE: 16.000000 | ITEM NUMBER 264 | ITEM ID: 1293588
SCORE: 16.000000 | ITEM NUMBER 265 | ITEM ID: 1474236
SCORE: 16.000000 | ITEM NUMBER 266 | ITEM ID: 1093843
SCORE: 16.000000 | ITEM NUMBER 267 | ITEM ID: 1701569
SCORE: 16.000000 | ITEM NUMBER 268 | ITEM ID: 2227369
SCORE: 16.000000 | ITEM NUMBER 269 | ITEM ID: 1343333
SCORE: 16.000000 | ITEM NUMBER 270 | ITEM ID: 1033821
SCORE: 16.000000 | ITEM NUMBER 271 | ITEM ID: 2213870
SCORE: 16.000000 | ITEM NUMBER 272 | ITEM ID: 1742847
SCORE: 16.000000 | ITEM NUMBER 273 | ITEM ID: 1154443
SCORE: 16.000000 | ITEM NUMBER 274 | ITEM ID: 1094093
SCORE: 16.000000 | ITEM NUMBER 275 | ITEM ID: 2340054
SCORE: 16.000000 | ITEM NUMBER 276 | ITEM ID: 1205218
SCORE: 16.000000 | ITEM NUMBER 277 | ITEM ID: 1367274
SCORE: 16.000000 | ITEM NUMBER 278 | ITEM ID: 2157952
SCORE: 16.000000 | ITEM NUMBER 279 | ITEM ID: 2229828
SCORE: 16.000000 | ITEM NUMBER 280 | ITEM ID: 1751567
SCORE: 16.000000 | ITEM NUMBER 281 | ITEM ID: 1175067
SCORE: 16.000000 | ITEM NUMBER 282 | ITEM ID: 662084
SCORE: 16.000000 | ITEM NUMBER 283 | ITEM ID: 2193785
SCORE: 16.000000 | ITEM NUMBER 284 | ITEM ID: 1216850
SCORE: 16.000000 | ITEM NUMBER 285 | ITEM ID: 1791702
SCORE: 16.000000 | ITEM NUMBER 286 | ITEM ID: 2158105
SCORE: 16.000000 | ITEM NUMBER 287 | ITEM ID: 1205063
SCORE: 16.000000 | ITEM NUMBER 288 | ITEM ID: 2207219
SCORE: 16.000000 | ITEM NUMBER 289 | ITEM ID: 1629262
SCORE: 16.000000 | ITEM NUMBER 290 | ITEM ID: 1118600
SCORE: 16.000000 | ITEM NUMBER 291 | ITEM ID: 2205803
SCORE: 16.000000 | ITEM NUMBER 292 | ITEM ID: 2287097
SCORE: 16.000000 | ITEM NUMBER 293 | ITEM ID: 1823281
SCORE: 16.000000 | ITEM NUMBER 294 | ITEM ID: 1667576
SCORE: 16.000000 | ITEM NUMBER 295 | ITEM ID: 1241874
SCORE: 16.000000 | ITEM NUMBER 296 | ITEM ID: 2237235
SCORE: 16.000000 | ITEM NUMBER 297 | ITEM ID: 1634678
SCORE: 16.000000 | ITEM NUMBER 298 | ITEM ID: 1124952
SCORE: 16.000000 | ITEM NUMBER 299 | ITEM ID: 2217903
SCORE: 16.000000 | ITEM NUMBER 300 | ITEM ID: 1251110
SCORE: 16.000000 | ITEM NUMBER 301 | ITEM ID: 1829599
SCORE: 16.000000 | ITEM NUMBER 302 | ITEM ID: 2117411
SCORE: 16.000000 | ITEM NUMBER 303 | ITEM ID: 1704313
SCORE: 16.000000 | ITEM NUMBER 304 | ITEM ID: 1458908
SCORE: 16.000000 | ITEM NUMBER 305 | ITEM ID: 2143706
SCORE: 16.000000 | ITEM NUMBER 306 | ITEM ID: 1987909
SCORE: 16.000000 | ITEM NUMBER 307 | ITEM ID: 2220708
SCORE: 16.000000 | ITEM NUMBER 308 | ITEM ID: 1719743
SCORE: 16.000000 | ITEM NUMBER 309 | ITEM ID: 1198301
SCORE: 16.000000 | ITEM NUMBER 310 | ITEM ID: 2144816
SCORE: 16.000000 | ITEM NUMBER 311 | ITEM ID: 1706946
SCORE: 16.000000 | ITEM NUMBER 312 | ITEM ID: 1488324
SCORE: 16.000000 | ITEM NUMBER 313 | ITEM ID: 2157074
SCORE: 16.000000 | ITEM NUMBER 314 | ITEM ID: 1630211
SCORE: 16.000000 | ITEM NUMBER 315 | ITEM ID: 1209204
SCORE: 16.000000 | ITEM NUMBER 316 | ITEM ID: 1723319
SCORE: 16.000000 | ITEM NUMBER 317 | ITEM ID: 1212911
SCORE: 16.000000 | ITEM NUMBER 318 | ITEM ID: 2148292
SCORE: 16.000000 | ITEM NUMBER 319 | ITEM ID: 1087489
SCORE: 16.000000 | ITEM NUMBER 320 | ITEM ID: 263759
SCORE: 16.000000 | ITEM NUMBER 321 | ITEM ID: 1500976
SCORE: 16.000000 | ITEM NUMBER 322 | ITEM ID: 1630836
SCORE: 16.000000 | ITEM NUMBER 323 | ITEM ID: 1216974
SCORE: 16.000000 | ITEM NUMBER 324 | ITEM ID: 634905
SCORE: 16.000000 | ITEM NUMBER 325 | ITEM ID: 1216753
SCORE: 16.000000 | ITEM NUMBER 326 | ITEM ID: 116341
SCORE: 16.000000 | ITEM NUMBER 327 | ITEM ID: 2029423
SCORE: 16.000000 | ITEM NUMBER 328 | ITEM ID: 649347
SCORE: 16.000000 | ITEM NUMBER 329 | ITEM ID: 1509804
SCORE: 16.000000 | ITEM NUMBER 330 | ITEM ID: 1292019
SCORE: 16.000000 | ITEM NUMBER 331 | ITEM ID: 1323151
SCORE: 16.000000 | ITEM NUMBER 332 | ITEM ID: 1027047
SCORE: 16.000000 | ITEM NUMBER 333 | ITEM ID: 1678049
SCORE: 16.000000 | ITEM NUMBER 334 | ITEM ID: 1168408
SCORE: 16.000000 | ITEM NUMBER 335 | ITEM ID: 1095863
SCORE: 16.000000 | ITEM NUMBER 336 | ITEM ID: 1079695
SCORE: 16.000000 | ITEM NUMBER 337 | ITEM ID: 2095706
SCORE: 16.000000 | ITEM NUMBER 338 | ITEM ID: 1188385
SCORE: 16.000000 | ITEM NUMBER 339 | ITEM ID: 1355422
SCORE: 16.000000 | ITEM NUMBER 340 | ITEM ID: 1028766
SCORE: 16.000000 | ITEM NUMBER 341 | ITEM ID: 1695163
SCORE: 16.000000 | ITEM NUMBER 342 | ITEM ID: 1617722
SCORE: 16.000000 | ITEM NUMBER 343 | ITEM ID: 1112132
SCORE: 16.000000 | ITEM NUMBER 344 | ITEM ID: 1081038
SCORE: 16.000000 | ITEM NUMBER 345 | ITEM ID: 2098833
SCORE: 16.000000 | ITEM NUMBER 346 | ITEM ID: 2104225
SCORE: 16.000000 | ITEM NUMBER 347 | ITEM ID: 1358879
SCORE: 16.000000 | ITEM NUMBER 348 | ITEM ID: 1310738
SCORE: 16.000000 | ITEM NUMBER 349 | ITEM ID: 1697237
SCORE: 16.000000 | ITEM NUMBER 350 | ITEM ID: 369052
SCORE: 16.000000 | ITEM NUMBER 351 | ITEM ID: 1117291
SCORE: 16.000000 | ITEM NUMBER 352 | ITEM ID: 663719
SCORE: 16.000000 | ITEM NUMBER 353 | ITEM ID: 368727
SCORE: 16.000000 | ITEM NUMBER 354 | ITEM ID: 1308731
SCORE: 16.000000 | ITEM NUMBER 355 | ITEM ID: 1366168
SCORE: 16.000000 | ITEM NUMBER 356 | ITEM ID: 1362699
SCORE: 16.000000 | ITEM NUMBER 357 | ITEM ID: 1707608
SCORE: 16.000000 | ITEM NUMBER 358 | ITEM ID: 1252758
SCORE: 16.000000 | ITEM NUMBER 359 | ITEM ID: 1117441
SCORE: 16.000000 | ITEM NUMBER 360 | ITEM ID: 1120816
SCORE: 16.000000 | ITEM NUMBER 361 | ITEM ID: 1257059
SCORE: 16.000000 | ITEM NUMBER 362 | ITEM ID: 1762725
SCORE: 16.000000 | ITEM NUMBER 363 | ITEM ID: 1815213
SCORE: 16.000000 | ITEM NUMBER 364 | ITEM ID: 1364603
SCORE: 16.000000 | ITEM NUMBER 365 | ITEM ID: 1708910
SCORE: 16.000000 | ITEM NUMBER 366 | ITEM ID: 1254529
SCORE: 16.000000 | ITEM NUMBER 367 | ITEM ID: 1181349
SCORE: 16.000000 | ITEM NUMBER 368 | ITEM ID: 1981242
SCORE: 16.000000 | ITEM NUMBER 369 | ITEM ID: 1294229
SCORE: 16.000000 | ITEM NUMBER 370 | ITEM ID: 1783045
SCORE: 16.000000 | ITEM NUMBER 371 | ITEM ID: 1800055
SCORE: 16.000000 | ITEM NUMBER 372 | ITEM ID: 1806634
SCORE: 16.000000 | ITEM NUMBER 373 | ITEM ID: 1711511
SCORE: 16.000000 | ITEM NUMBER 374 | ITEM ID: 1290694
SCORE: 16.000000 | ITEM NUMBER 375 | ITEM ID: 1621160
SCORE: 16.000000 | ITEM NUMBER 376 | ITEM ID: 1997984
SCORE: 16.000000 | ITEM NUMBER 377 | ITEM ID: 2212177
